match,teams,score,ht_score,date,formations,players
59029,"['Crystal Palace', 'Liverpool']","['0', '7']","['0', '3']",Sat 19 Dec 2020,"['4-4-2', '4-3-3']","[['Vicente Guaita', 'Goalkeeper', '7548'], ['Cheikhou Kouyaté', 'Defender', '5861'], ['Nathaniel Clyne', 'Defender', '4604'], ['Patrick van Aanholt', 'Defender', '3362'], ['Gary Cahill', 'Defender', '2620'], ['Luka Milivojevic', 'Midfielder', '5859'], ['Eberechi Eze', 'Midfielder', '21584'], ['Jeffrey Schlupp', 'Midfielder', '8980'], ['James McArthur', 'Midfielder', '4224'], ['Wilfried Zaha', 'Forward', '4539'], ['Jordan Ayew', 'Forward', '5595'], ['Alisson Becker', 'Goalkeeper', '20559'], ['Fabinho', 'Defender', '11247'], ['Andy Robertson', 'Defender', '10458'], ['Trent Alexander-Arnold', 'Defender', '14732'], ['Joël Matip', 'Defender', '5375'], ['Georginio Wijnaldum', 'Midfielder', '7114'], ['Naby Keïta', 'Midfielder', '12316'], ['Jordan Henderson', 'Midfielder', '3712'], ['Takumi Minamino', 'Forward', '12322'], ['Roberto Firmino', 'Forward', '13511'], ['Sadio Mané', 'Forward', '6519']]"
59030,"['Everton', 'Arsenal']","['2', '1']","['2', '1']",Sat 19 Dec 2020,"['4-2-3-1', '3-4-3']","[['Jordan Pickford', 'Goalkeeper', '4640'], ['Ben Godfrey', 'Defender', '10968'], ['Yerry Mina', 'Defender', '32923'], ['Michael Keane', 'Defender', '4333'], ['Mason Holgate', 'Defender', '10564'], ['Richarlison', 'Midfielder', '24630'], ['Gylfi Sigurdsson', 'Midfielder', '4421'], ['Abdoulaye Doucouré', 'Midfielder', '13823'], ['Alex Iwobi', 'Midfielder', '4717'], ['Tom Davies', 'Midfielder', '13389'], ['Dominic Calvert-Lewin', 'Forward', '9576'], ['Bernd Leno', 'Goalkeeper', '4985'], ['Rob Holding', 'Defender', '11575'], ['David Luiz', 'Defender', '4100'], ['Kieran Tierney', 'Defender', '12185'], ['Bukayo Saka', 'Midfielder', '49481'], ['Ainsley Maitland-Niles', 'Midfielder', '10428'], ['Dani Ceballos', 'Midfielder', '7163'], ['Mohamed Elneny', 'Midfielder', '5239'], ['Willian', 'Forward', '4748'], ['Nicolas Pépé', 'Forward', '50252'], ['Eddie Nketiah', 'Forward', '14451']]"
59031,"['Man Utd', 'Leeds']","['6', '2']","['4', '1']",Sun 20 Dec 2020,"['4-2-3-1', '4-1-4-1']","[['David de Gea', 'Goalkeeper', '4330'], ['Aaron Wan-Bissaka', 'Defender', '14164'], ['Victor Lindelöf', 'Defender', '5066'], ['Luke Shaw', 'Defender', '4608'], ['Harry Maguire', 'Defender', '9566'], ['Bruno Fernandes', 'Midfielder', '23396'], ['Daniel James', 'Midfielder', '13797'], ['Scott McTominay', 'Midfielder', '14824'], ['Marcus Rashford', 'Midfielder', '13565'], ['Fred', 'Midfielder', '5906'], ['Anthony Martial', 'Forward', '11272'], ['Illan Meslier', 'Goalkeeper', '66378'], ['Stuart Dallas', 'Defender', '8148'], ['Luke Ayling', 'Defender', '3314'], ['Ezgjan Alioski', 'Defender', '22698'], ['Liam Cooper', 'Defender', '3622'], ['Kalvin Phillips', 'Midfielder', '10768'], ['Jack Harrison', 'Midfielder', '33135'], ['Mateusz Klich', 'Midfielder', '13089'], ['Raphinha', 'Midfielder', '24156'], ['Rodrigo', 'Midfielder', '4095'], ['Patrick Bamford', 'Forward', '4291']]"
59032,"['Newcastle', 'Fulham']","['1', '1']","['0', '1']",Sat 19 Dec 2020,"['4-4-2', '3-4-2-1']","[['Karl Darlow', 'Goalkeeper', '9251'], ['Paul Dummett', 'Defender', '4340'], ['Federico Fernández', 'Defender', '5672'], ['DeAndre Yedlin', 'Defender', '10522'], ['Ciaran Clark', 'Defender', '3562'], ['Miguel Almirón', 'Midfielder', '54312'], ['Sean Longstaff', 'Midfielder', '14897'], ['Jonjo Shelvey', 'Midfielder', '4135'], ['Matt Ritchie', 'Midfielder', '3934'], ['Joelinton', 'Forward', '20607'], ['Callum Wilson', 'Forward', '8454'], ['Alphonse Areola', 'Goalkeeper', '5748'], ['Joachim Andersen', 'Defender', '26151'], ['Tosin Adarabioyo', 'Defender', '13549'], ['Ola Aina', 'Defender', '10439'], ['Bobby De Cordova-Reid', 'Midfielder', '8192'], ['Antonee Robinson', 'Midfielder', '14624'], ['Frank Anguissa', 'Midfielder', '32162'], ['Mario Lemina', 'Midfielder', '5583'], ['Ademola Lookman', 'Forward', '13278'], ['Aleksandar Mitrovic', 'Forward', '5879'], ['Tom Cairney', 'Forward', '3894']]"
59033,"['Southampton', 'Man City']","['0', '1']","['0', '1']",Sat 19 Dec 2020,"['4-4-2', '4-2-3-1']","[['Alex McCarthy', 'Goalkeeper', '4573'], ['Kyle Walker-Peters', 'Defender', '13815'], ['Jannik Vestergaard', 'Defender', '20109'], ['Ryan Bertrand', 'Defender', '2886'], ['Jan Bednarek', 'Defender', '19589'], ['James Ward-Prowse', 'Midfielder', '4617'], ['Moussa Djenepo', 'Midfielder', '52153'], ['Oriol Romeu', 'Midfielder', '4286'], ['Theo Walcott', 'Midfielder', '2839'], ['Ché Adams', 'Forward', '10905'], ['Danny Ings', 'Forward', '8245'], ['Ederson', 'Goalkeeper', '12707'], ['Rúben Dias', 'Defender', '16431'], ['João Cancelo', 'Defender', '5051'], ['John Stones', 'Defender', '4505'], ['Kyle Walker', 'Defender', '3955'], ['Kevin De Bruyne', 'Midfielder', '4288'], ['Ilkay Gündogan', 'Midfielder', '5101'], ['Raheem Sterling', 'Midfielder', '4316'], ['Bernardo Silva', 'Midfielder', '5067'], ['Rodri', 'Midfielder', '16286'], ['Ferran Torres', 'Forward', '43098']]"
59034,"['Spurs', 'Leicester']","['0', '2']","['0', '1']",Sun 20 Dec 2020,"['4-2-3-1', '4-2-3-1']","[['Hugo Lloris', 'Goalkeeper', '4664'], ['Toby Alderweireld', 'Defender', '4916'], ['Sergio Reguilón', 'Defender', '39606'], ['Eric Dier', 'Defender', '4112'], ['Sèrge Aurier', 'Defender', '11293'], ['Giovani Lo Celso', 'Midfielder', '19851'], ['Pierre-Emile Højbjerg', 'Midfielder', '5272'], ['Tanguy Ndombélé', 'Midfielder', '25329'], ['Son Heung-Min', 'Midfielder', '4999'], ['Moussa Sissoko', 'Midfielder', '4549'], ['Harry Kane', 'Forward', '3960'], ['Kasper Schmeichel', 'Goalkeeper', '2508'], ['Jonny Evans', 'Defender', '3156'], ['James Justin', 'Defender', '13515'], ['Timothy Castagne', 'Defender', '6712'], ['Wesley Fofana', 'Defender', '66284'], ['Wilfred Ndidi', 'Midfielder', '20479'], ['Youri Tielemans', 'Midfielder', '5865'], ['James Maddison', 'Midfielder', '8456'], ['Harvey Barnes', 'Midfielder', '14716'], ['Marc Albrighton', 'Midfielder', '3564'], ['Jamie Vardy', 'Forward', '8979']]"
59035,"['West Brom', 'Aston Villa']","['0', '3']","['0', '1']",Sun 20 Dec 2020,"['4-1-4-1', '4-2-3-1']","[['Sam Johnstone', 'Goalkeeper', '4331'], ['Semi Ajayi', 'Defender', '10424'], ['Kieran Gibbs', 'Defender', '3046'], [""Dara O'Shea"", 'Defender', '15154'], ['Darnell Furlong', 'Defender', '10491'], ['Romaine Sawyers', 'Midfielder', '3752'], ['Grady Diangana', 'Midfielder', '15199'], ['Conor Gallagher', 'Midfielder', '21887'], ['Matt Phillips', 'Midfielder', '4074'], ['Jake Livermore', 'Midfielder', '3244'], ['Karlan Grant', 'Forward', '10654'], ['Emiliano Martínez', 'Goalkeeper', '4245'], ['Matt Targett', 'Defender', '4815'], ['Tyrone Mings', 'Defender', '8900'], ['Kortney Hause', 'Defender', '10000'], ['Matty Cash', 'Defender', '13344'], ['Douglas Luiz', 'Midfielder', '24626'], ['Bertrand Traoré', 'Midfielder', '10394'], ['Anwar El Ghazi', 'Midfielder', '11033'], ['John McGinn', 'Midfielder', '51423'], ['Jack Grealish', 'Midfielder', '4260'], ['Ollie Watkins', 'Forward', '8658']]"
59036,"['Arsenal', 'Chelsea']","['3', '1']","['2', '0']",Sat 26 Dec 2020,"['4-2-3-1', '4-3-3']","[['Bernd Leno', 'Goalkeeper', '4985'], ['Rob Holding', 'Defender', '11575'], ['Héctor Bellerín', 'Defender', '4474'], ['Kieran Tierney', 'Defender', '12185'], ['Pablo Marí', 'Defender', '20097'], ['Bukayo Saka', 'Midfielder', '49481'], ['Granit Xhaka', 'Midfielder', '12136'], ['Emile Smith Rowe', 'Midfielder', '14445'], ['Mohamed Elneny', 'Midfielder', '5239'], ['Gabriel Martinelli', 'Midfielder', '66104'], ['Alexandre Lacazette', 'Forward', '6899'], ['Édouard Mendy', 'Goalkeeper', '54889'], ['Reece James', 'Defender', '14571'], ['Kurt Zouma', 'Defender', '5175'], ['Ben Chilwell', 'Defender', '13491'], ['Thiago Silva', 'Defender', '5754'], ['Mateo Kovacic', 'Midfielder', '12520'], [""N'Golo Kanté"", 'Midfielder', '13492'], ['Mason Mount', 'Midfielder', '14580'], ['Tammy Abraham', 'Forward', '13286'], ['Timo Werner', 'Forward', '23599'], ['Christian Pulisic', 'Forward', '15559']]"
59037,"['Aston Villa', 'Crystal Palace']","['3', '0']","['1', '0']",Sat 26 Dec 2020,"['4-2-3-1', '4-4-2']","[['Emiliano Martínez', 'Goalkeeper', '4245'], ['Matt Targett', 'Defender', '4815'], ['Tyrone Mings', 'Defender', '8900'], ['Kortney Hause', 'Defender', '10000'], ['Matty Cash', 'Defender', '13344'], ['Douglas Luiz', 'Midfielder', '24626'], ['Bertrand Traoré', 'Midfielder', '10394'], ['Anwar El Ghazi', 'Midfielder', '11033'], ['John McGinn', 'Midfielder', '51423'], ['Jack Grealish', 'Midfielder', '4260'], ['Ollie Watkins', 'Forward', '8658'], ['Vicente Guaita', 'Goalkeeper', '7548'], ['Joel Ward', 'Defender', '3929'], ['Patrick van Aanholt', 'Defender', '3362'], ['Scott Dann', 'Defender', '3807'], ['Cheikhou Kouyaté', 'Defender', '5861'], ['Jeffrey Schlupp', 'Midfielder', '8980'], ['Eberechi Eze', 'Midfielder', '21584'], ['James McArthur', 'Midfielder', '4224'], ['Luka Milivojevic', 'Midfielder', '5859'], ['Christian Benteke', 'Forward', '4492'], ['Wilfried Zaha', 'Forward', '4539']]"
59038,"['Fulham', 'Southampton']","['0', '0']","['0', '0']",Sat 26 Dec 2020,"['3-5-2', '4-4-2']","[['Alphonse Areola', 'Goalkeeper', '5748'], ['Joachim Andersen', 'Defender', '26151'], ['Tosin Adarabioyo', 'Defender', '13549'], ['Ola Aina', 'Defender', '10439'], ['Harrison Reed', 'Midfielder', '4818'], ['Ruben Loftus-Cheek', 'Midfielder', '5179'], ['Frank Anguissa', 'Midfielder', '32162'], ['Antonee Robinson', 'Midfielder', '14624'], ['Bobby De Cordova-Reid', 'Midfielder', '8192'], ['Ivan Cavaleiro', 'Forward', '5079'], ['Ademola Lookman', 'Forward', '13278'], ['Alex McCarthy', 'Goalkeeper', '4573'], ['Jan Bednarek', 'Defender', '19589'], ['Kyle Walker-Peters', 'Defender', '13815'], ['Jack Stephens', 'Defender', '4612'], ['Ryan Bertrand', 'Defender', '2886'], ['James Ward-Prowse', 'Midfielder', '4617'], ['Ibrahima Diallo', 'Midfielder', '49610'], ['Theo Walcott', 'Midfielder', '2839'], ['Stuart Armstrong', 'Midfielder', '12186'], ['Ché Adams', 'Forward', '10905'], ['Shane Long', 'Forward', '3206']]"
59039,"['Leeds', 'Burnley']","['1', '0']","['1', '0']",Sun 27 Dec 2020,"['', '4-4-2']","[['Illan Meslier', 'Goalkeeper', '66378'], ['Pascal Struijk', 'Defender', '33124'], ['Kalvin Phillips', 'Defender', '10768'], ['Luke Ayling', 'Defender', '3314'], ['Rodrigo', 'Midfielder', '4095'], ['Ezgjan Alioski', 'Midfielder', '22698'], ['Mateusz Klich', 'Midfielder', '13089'], ['Stuart Dallas', 'Midfielder', '8148'], ['Patrick Bamford', 'Forward', '4291'], ['Raphinha', 'Forward', '24156'], ['Jack Harrison', 'Forward', '33135'], ['Nick Pope', 'Goalkeeper', '10079'], ['Ben Mee', 'Defender', '3909'], ['Matthew Lowton', 'Defender', '4487'], ['Charlie Taylor', 'Defender', '8691'], ['James Tarkowski', 'Defender', '8143'], ['Josh Brownhill', 'Midfielder', '9457'], ['Ashley Westwood', 'Midfielder', '4489'], ['Erik Pieters', 'Midfielder', '4821'], ['Josh Benson', 'Midfielder', '14441'], ['Chris Wood', 'Forward', '3756'], ['Ashley Barnes', 'Forward', '8246']]"
59040,"['Leicester', 'Man Utd']","['2', '2']","['1', '1']",Sat 26 Dec 2020,"['4-2-3-1', '4-2-3-1']","[['Kasper Schmeichel', 'Goalkeeper', '2508'], ['Jonny Evans', 'Defender', '3156'], ['James Justin', 'Defender', '13515'], ['Timothy Castagne', 'Defender', '6712'], ['Wesley Fofana', 'Defender', '66284'], ['Marc Albrighton', 'Midfielder', '3564'], ['Youri Tielemans', 'Midfielder', '5865'], ['James Maddison', 'Midfielder', '8456'], ['Harvey Barnes', 'Midfielder', '14716'], ['Wilfred Ndidi', 'Midfielder', '20479'], ['Jamie Vardy', 'Forward', '8979'], ['David de Gea', 'Goalkeeper', '4330'], ['Victor Lindelöf', 'Defender', '5066'], ['Eric Bailly', 'Defender', '12937'], ['Luke Shaw', 'Defender', '4608'], ['Harry Maguire', 'Defender', '9566'], ['Scott McTominay', 'Midfielder', '14824'], ['Bruno Fernandes', 'Midfielder', '23396'], ['Fred', 'Midfielder', '5906'], ['Marcus Rashford', 'Midfielder', '13565'], ['Daniel James', 'Midfielder', '13797'], ['Anthony Martial', 'Forward', '11272']]"
59041,"['Liverpool', 'West Brom']","['1', '1']","['1', '0']",Sun 27 Dec 2020,"['4-3-3', '4-5-1']","[['Alisson Becker', 'Goalkeeper', '20559'], ['Trent Alexander-Arnold', 'Defender', '14732'], ['Andy Robertson', 'Defender', '10458'], ['Fabinho', 'Defender', '11247'], ['Joël Matip', 'Defender', '5375'], ['Jordan Henderson', 'Midfielder', '3712'], ['Georginio Wijnaldum', 'Midfielder', '7114'], ['Curtis Jones', 'Midfielder', '23815'], ['Roberto Firmino', 'Forward', '13511'], ['Mohamed Salah', 'Forward', '5178'], ['Sadio Mané', 'Forward', '6519'], ['Sam Johnstone', 'Goalkeeper', '4331'], ['Darnell Furlong', 'Defender', '10491'], ['Kieran Gibbs', 'Defender', '3046'], [""Dara O'Shea"", 'Defender', '15154'], ['Semi Ajayi', 'Defender', '10424'], ['Callum Robinson', 'Midfielder', '4725'], ['Conor Gallagher', 'Midfielder', '21887'], ['Romaine Sawyers', 'Midfielder', '3752'], ['Grady Diangana', 'Midfielder', '15199'], ['Matt Phillips', 'Midfielder', '4074'], ['Karlan Grant', 'Forward', '10654']]"
59042,"['Man City', 'Newcastle']","['2', '0']","['1', '0']",Sat 26 Dec 2020,"['3-4-3 diamond', '5-4-1']","[['Ederson', 'Goalkeeper', '12707'], ['Nathan Aké', 'Defender', '4499'], ['Rúben Dias', 'Defender', '16431'], ['John Stones', 'Defender', '4505'], ['Rodri', 'Midfielder', '16286'], ['Ilkay Gündogan', 'Midfielder', '5101'], ['Kevin De Bruyne', 'Midfielder', '4288'], ['João Cancelo', 'Midfielder', '5051'], ['Ferran Torres', 'Forward', '43098'], ['Raheem Sterling', 'Forward', '4316'], ['Bernardo Silva', 'Forward', '5067'], ['Karl Darlow', 'Goalkeeper', '9251'], ['Matt Ritchie', 'Defender', '3934'], ['Federico Fernández', 'Defender', '5672'], ['DeAndre Yedlin', 'Defender', '10522'], ['Fabian Schär', 'Defender', '5220'], ['Ciaran Clark', 'Defender', '3562'], ['Miguel Almirón', 'Midfielder', '54312'], ['Isaac Hayden', 'Midfielder', '4713'], ['Matty Longstaff', 'Midfielder', '14903'], ['Jacob Murphy', 'Midfielder', '9662'], ['Joelinton', 'Forward', '20607']]"
59043,"['Sheffield Utd', 'Everton']","['0', '1']","['0', '0']",Sat 26 Dec 2020,"['3-4-2-1', '4-2-3-1']","[['Aaron Ramsdale', 'Goalkeeper', '13703'], ['Jack Robinson', 'Defender', '3902'], ['John Egan', 'Defender', '4394'], ['Chris Basham', 'Defender', '3581'], ['George Baldock', 'Midfielder', '9169'], ['Ben Osborn', 'Midfielder', '9266'], ['Enda Stevens', 'Midfielder', '4258'], ['Ethan Ampadu', 'Midfielder', '19731'], ['Oliver Burke', 'Forward', '10596'], ['David McGoldrick', 'Forward', '2340'], ['Rhian Brewster', 'Forward', '14742'], ['Jordan Pickford', 'Goalkeeper', '4640'], ['Yerry Mina', 'Defender', '32923'], ['Michael Keane', 'Defender', '4333'], ['Mason Holgate', 'Defender', '10564'], ['Ben Godfrey', 'Defender', '10968'], ['Anthony Gordon', 'Midfielder', '23747'], ['Gylfi Sigurdsson', 'Midfielder', '4421'], ['Alex Iwobi', 'Midfielder', '4717'], ['Abdoulaye Doucouré', 'Midfielder', '13823'], ['Tom Davies', 'Midfielder', '13389'], ['Dominic Calvert-Lewin', 'Forward', '9576']]"
59044,"['West Ham', 'Brighton']","['2', '2']","['0', '1']",Sun 27 Dec 2020,"['3-4-1-2', '3-4-2-1']","[['Lukasz Fabianski', 'Goalkeeper', '3309'], ['Angelo Ogbonna', 'Defender', '5514'], ['Fabián Balbuena', 'Defender', '32435'], ['Aaron Cresswell', 'Defender', '8897'], ['Declan Rice', 'Midfielder', '15202'], ['Tomás Soucek', 'Midfielder', '25183'], ['Vladimír Coufal', 'Midfielder', '7336'], ['Ben Johnson', 'Midfielder', '15212'], ['Mark Noble', 'Forward', '3014'], ['Jarrod Bowen', 'Forward', '8868'], ['Sébastien Haller', 'Forward', '49761'], ['Robert Sánchez', 'Goalkeeper', '14538'], ['Adam Webster', 'Defender', '9426'], ['Dan Burn', 'Defender', '8707'], ['Lewis Dunk', 'Defender', '8163'], ['Yves Bissouma', 'Midfielder', '50245'], ['Adam Lallana', 'Midfielder', '4618'], ['Solly March', 'Midfielder', '8171'], ['Ben White', 'Midfielder', '14548'], ['Danny Welbeck', 'Forward', '3452'], ['Leandro Trossard', 'Forward', '20486'], ['Neal Maupay', 'Forward', '16256']]"
59045,"['Wolves', 'Spurs']","['1', '1']","['0', '1']",Sun 27 Dec 2020,"['4-2-3-1', '3-4-1-2']","[['Rui Patrício', 'Goalkeeper', '11341'], ['Romain Saïss', 'Defender', '20745'], ['Conor Coady', 'Defender', '4136'], ['Marçal', 'Defender', '16640'], ['Nélson Semedo', 'Defender', '16642'], ['Pedro Neto', 'Midfielder', '21998'], ['Adama Traoré', 'Midfielder', '4979'], ['João Moutinho', 'Midfielder', '11259'], ['Daniel Podence', 'Midfielder', '11362'], ['Rúben Neves', 'Midfielder', '11180'], ['Fábio Silva', 'Forward', '66670'], ['Hugo Lloris', 'Goalkeeper', '4664'], ['Davinson Sánchez', 'Defender', '20224'], ['Eric Dier', 'Defender', '4112'], ['Ben Davies', 'Defender', '4408'], ['Sergio Reguilón', 'Midfielder', '39606'], ['Pierre-Emile Højbjerg', 'Midfielder', '5272'], ['Harry Winks', 'Midfielder', '7488'], ['Matt Doherty', 'Midfielder', '4229'], ['Son Heung-Min', 'Forward', '4999'], ['Tanguy Ndombélé', 'Forward', '25329'], ['Harry Kane', 'Forward', '3960']]"
59046,"['Brighton', 'Arsenal']","['0', '1']","['0', '0']",Tue 29 Dec 2020,"['3-5-2', '4-2-3-1']","[['Robert Sánchez', 'Goalkeeper', '14538'], ['Adam Webster', 'Defender', '9426'], ['Lewis Dunk', 'Defender', '8163'], ['Dan Burn', 'Defender', '8707'], ['Yves Bissouma', 'Midfielder', '50245'], ['Pascal Groß', 'Midfielder', '22542'], ['Bernardo', 'Midfielder', '23591'], ['Davy Pröpper', 'Midfielder', '16790'], ['Joël Veltman', 'Midfielder', '4874'], ['Alireza Jahanbakhsh', 'Forward', '15480'], ['Alexis Mac Allister', 'Forward', '63633'], ['Bernd Leno', 'Goalkeeper', '4985'], ['Héctor Bellerín', 'Defender', '4474'], ['Rob Holding', 'Defender', '11575'], ['Pablo Marí', 'Defender', '20097'], ['Kieran Tierney', 'Defender', '12185'], ['Granit Xhaka', 'Midfielder', '12136'], ['Mohamed Elneny', 'Midfielder', '5239'], ['Gabriel Martinelli', 'Midfielder', '66104'], ['Bukayo Saka', 'Midfielder', '49481'], ['Emile Smith Rowe', 'Midfielder', '14445'], ['Pierre-Emerick Aubameyang', 'Forward', '5110']]"
59047,"['Burnley', 'Sheffield Utd']","['1', '0']","['1', '0']",Tue 29 Dec 2020,"['4-4-2', '3-4-3']","[['Nick Pope', 'Goalkeeper', '10079'], ['Ben Mee', 'Defender', '3909'], ['Matthew Lowton', 'Defender', '4487'], ['Charlie Taylor', 'Defender', '8691'], ['James Tarkowski', 'Defender', '8143'], ['Josh Brownhill', 'Midfielder', '9457'], ['Ashley Westwood', 'Midfielder', '4489'], ['Erik Pieters', 'Midfielder', '4821'], ['Robert Brady', 'Midfielder', '4158'], ['Chris Wood', 'Forward', '3756'], ['Ashley Barnes', 'Forward', '8246'], ['Aaron Ramsdale', 'Goalkeeper', '13703'], ['Jack Robinson', 'Defender', '3902'], ['John Egan', 'Defender', '4394'], ['Chris Basham', 'Defender', '3581'], ['George Baldock', 'Midfielder', '9169'], ['Enda Stevens', 'Midfielder', '4258'], ['Ben Osborn', 'Midfielder', '9266'], ['Ethan Ampadu', 'Midfielder', '19731'], ['Lys Mousset', 'Forward', '19603'], ['Rhian Brewster', 'Forward', '14742'], ['David McGoldrick', 'Forward', '2340']]"
59048,"['Chelsea', 'Aston Villa']","['1', '1']","['1', '0']",Mon 28 Dec 2020,"['4-3-3', '4-2-3-1']","[['Édouard Mendy', 'Goalkeeper', '54889'], ['César Azpilicueta', 'Defender', '4496'], ['Ben Chilwell', 'Defender', '13491'], ['Andreas Christensen', 'Defender', '4495'], ['Antonio Rüdiger', 'Defender', '16801'], [""N'Golo Kanté"", 'Midfielder', '13492'], ['Jorginho', 'Midfielder', '5682'], ['Mason Mount', 'Midfielder', '14580'], ['Olivier Giroud', 'Forward', '4481'], ['Christian Pulisic', 'Forward', '15559'], ['Callum Hudson-Odoi', 'Forward', '23702'], ['Emiliano Martínez', 'Goalkeeper', '4245'], ['Kortney Hause', 'Defender', '10000'], ['Matty Cash', 'Defender', '13344'], ['Ezri Konsa', 'Defender', '13274'], ['Matt Targett', 'Defender', '4815'], ['Anwar El Ghazi', 'Midfielder', '11033'], ['Douglas Luiz', 'Midfielder', '24626'], ['John McGinn', 'Midfielder', '51423'], ['Jack Grealish', 'Midfielder', '4260'], ['Bertrand Traoré', 'Midfielder', '10394'], ['Ollie Watkins', 'Forward', '8658']]"
59049,"['Crystal Palace', 'Leicester']","['1', '1']","['0', '0']",Mon 28 Dec 2020,"['4-4-2', '4-2-3-1']","[['Vicente Guaita', 'Goalkeeper', '7548'], ['Cheikhou Kouyaté', 'Defender', '5861'], ['Nathaniel Clyne', 'Defender', '4604'], ['James Tomkins', 'Defender', '3517'], ['Tyrick Mitchell', 'Defender', '24334'], ['Luka Milivojevic', 'Midfielder', '5859'], ['Jeffrey Schlupp', 'Midfielder', '8980'], ['Andros Townsend', 'Midfielder', '3724'], ['Jairo Riedewald', 'Midfielder', '4878'], ['Wilfried Zaha', 'Forward', '4539'], ['Christian Benteke', 'Forward', '4492'], ['Kasper Schmeichel', 'Goalkeeper', '2508'], ['Jonny Evans', 'Defender', '3156'], ['Daniel Amartey', 'Defender', '12306'], ['Luke Thomas', 'Defender', '23796'], ['James Justin', 'Defender', '13515'], ['Hamza Choudhury', 'Midfielder', '13248'], ['Ayoze Pérez', 'Midfielder', '10487'], ['Nampalys Mendy', 'Midfielder', '19617'], ['Harvey Barnes', 'Midfielder', '14716'], ['Dennis Praet', 'Midfielder', '5860'], ['Kelechi Iheanacho', 'Forward', '13554']]"
59050,"['Everton', 'Man City']","['1', '3']","['1', '1']",Wed 17 Feb 2021,"['4-4-1-1', '4-3-3']","[['Jordan Pickford', 'Goalkeeper', '4640'], ['Yerry Mina', 'Defender', '32923'], ['Mason Holgate', 'Defender', '10564'], ['Michael Keane', 'Defender', '4333'], ['Ben Godfrey', 'Defender', '10968'], ['Tom Davies', 'Midfielder', '13389'], ['Lucas Digne', 'Midfielder', '5758'], ['Alex Iwobi', 'Midfielder', '4717'], ['Abdoulaye Doucouré', 'Midfielder', '13823'], ['Gylfi Sigurdsson', 'Forward', '4421'], ['Richarlison', 'Forward', '24630'], ['Ederson', 'Goalkeeper', '12707'], ['Kyle Walker', 'Defender', '3955'], ['Rúben Dias', 'Defender', '16431'], ['Aymeric Laporte', 'Defender', '11044'], ['João Cancelo', 'Defender', '5051'], ['Bernardo Silva', 'Midfielder', '5067'], ['Rodri', 'Midfielder', '16286'], ['Phil Foden', 'Midfielder', '14805'], ['Riyad Mahrez', 'Forward', '8983'], ['Gabriel Jesus', 'Forward', '19680'], ['Raheem Sterling', 'Forward', '4316']]"
